"","City","State","Income","MoE","Year"
"1810","Peoria city"," Arizona",64864,5855,2011
"1910","Phoenix city"," Arizona",43960,1852,2011
"2010","San Tan Valley CDP"," Arizona",49009,7154,2011
"2110","Scottsdale city"," Arizona",65020,4310,2011
"2210","Surprise city"," Arizona",51892,3909,2011
"2310","Tempe city"," Arizona",45518,3610,2011
"2410","Tucson city"," Arizona",35362,1355,2011
"2510","Yuma city"," Arizona",41457,3141,2011
"2610","Fayetteville city"," Arkansas",34393,3240,2011
"2710","Fort Smith city"," Arkansas",33846,3854,2011
"2810","Jonesboro city"," Arkansas",34245,9531,2011
"2910","Little Rock city"," Arkansas",40976,4417,2011
"3010","Springdale city"," Arkansas",36909,4196,2011
"3110","Alameda city"," California",66781,5377,2011
"3210","Alhambra city"," California",53233,3912,2011
"3310","Anaheim city"," California",56858,3040,2011
"3410","Antioch city"," California",66289,6413,2011
"3510","Apple Valley town"," California",51258,10819,2011
"3610","Arden-Arcade CDP"," California",38881,4107,2011
"3710","Bakersfield city"," California",51667,3475,2011
"3810","Baldwin Park city"," California",49664,4048,2011
"3910","Bellflower city"," California",42209,3145,2011
"4010","Berkeley city"," California",61351,5730,2011
"4110","Buena Park city"," California",64754,5815,2011
"4210","Burbank city"," California",64147,6047,2011
"4310","Camarillo city"," California",78669,11116,2011
"4410","Carlsbad city"," California",77677,9799,2011
"4510","Carson city"," California",71263,6424,2011
"4610","Chico city"," California",35990,3294,2011
"4710","Chino city"," California",59749,18255,2011
"4810","Chino Hills city"," California",93736,11989,2011
"4910","Chula Vista city"," California",59585,3809,2011
"5010","Citrus Heights city"," California",49983,6826,2011
"5110","Clovis city"," California",61870,7867,2011
"5210","Compton city"," California",39234,4047,2011
"5310","Concord city"," California",60391,3887,2011
"5410","Corona city"," California",80557,6287,2011
"5510","Costa Mesa city"," California",61136,3625,2011
"5610","Daly City city"," California",66922,6924,2011
"5710","Davis city"," California",55702,10150,2011
"5810","Downey city"," California",53202,4323,2011
"5910","East Los Angeles CDP"," California",34055,1945,2011
"6010","El Cajon city"," California",43540,3073,2011
"6110","Elk Grove city"," California",73250,6879,2011
"6210","El Monte city"," California",33829,3279,2011
"6310","Escondido city"," California",43661,3465,2011
"649","Fairfield city"," California",64059,6223,2011
"651","Florence-Graham CDP"," California",37477,3740,2011
"661","Folsom city"," California",87349,14509,2011
"671","Fontana city"," California",64202,5796,2011
"681","Fremont city"," California",92655,4843,2011
"691","Fresno city"," California",40533,1435,2011
"701","Fullerton city"," California",65648,5894,2011
"711","Garden Grove city"," California",55508,3171,2011
"721","Glendale city"," California",47647,3080,2011
"731","Hawthorne city"," California",42723,4887,2011
"741","Hayward city"," California",56332,5428,2011
"751","Hemet city"," California",29679,3025,2011
"761","Hesperia city"," California",42298,5017,2011
"771","Huntington Beach city"," California",75336,3994,2011
"781","Indio city"," California",41082,7708,2011
"791","Inglewood city"," California",37999,3599,2011
"801","Irvine city"," California",87484,6011,2011
"811","Lake Forest city"," California",100748,8347,2011
"821","Lakewood city"," California",69610,6310,2011
"831","Lancaster city"," California",47198,5045,2011
"841","Livermore city"," California",97047,7298,2011
"851","Long Beach city"," California",51214,1473,2011
"861","Los Angeles city"," California",46148,675,2011
"871","Lynwood city"," California",41875,6545,2011
"881","Manteca city"," California",53037,8258,2011
"891","Menifee city"," California",56735,7833,2011
"901","Merced city"," California",38546,3983,2011
"911","Milpitas city"," California",87371,10847,2011
"921","Mission Viejo city"," California",89727,9819,2011
"931","Modesto city"," California",41863,2832,2011
"941","Moreno Valley city"," California",53018,4345,2011
"951","Mountain View city"," California",86460,11296,2011
"961","Murrieta city"," California",72496,11158,2011
"971","Napa city"," California",55719,7956,2011
"981","Newport Beach city"," California",96918,14091,2011
"991","Norwalk city"," California",54411,4701,2011
"1001","Oakland city"," California",50500,2449,2011
"1011","Oceanside city"," California",55620,3406,2011
"1021","Ontario city"," California",49713,6431,2011
"1031","Orange city"," California",70523,8996,2011
"1041","Oxnard city"," California",58090,3897,2011
"1051","Palmdale city"," California",50394,3715,2011
"1061","Palo Alto city"," California",119124,16184,2011
"1071","Pasadena city"," California",72265,6125,2011
"1081","Perris city"," California",36229,4173,2011
"1091","Pittsburg city"," California",54175,7400,2011
"1101","Pleasanton city"," California",120437,8300,2011
"1111","Pomona city"," California",47229,7294,2011
"1121","Rancho Cordova city"," California",48452,6169,2011
"1131","Rancho Cucamonga city"," California",70836,10911,2011
"1141","Redding city"," California",40475,3746,2011
"1151","Redlands city"," California",66577,5498,2011
"1161","Redondo Beach city"," California",97547,14729,2011
"1171","Redwood City city"," California",77561,6052,2011
"1181","Rialto city"," California",45415,3731,2011
"1191","Richmond city"," California",51652,4427,2011
"1201","Riverside city"," California",51331,2657,2011
"1211","Roseville city"," California",75184,9818,2011
"1221","Sacramento city"," California",47908,3131,2011
"1231","Salinas city"," California",44387,3250,2011
"1241","San Bernardino city"," California",35118,3186,2011
"1251","San Buenaventura (Ventura) city"," California",62971,11004,2011
"1261","San Diego city"," California",60797,1084,2011
"1271","San Francisco city"," California",69894,2466,2011
"1281","San Jose city"," California",76593,2786,2011
"1291","San Leandro city"," California",60703,5035,2011
"1301","San Marcos city"," California",44339,5113,2011
"1311","San Mateo city"," California",80248,8144,2011
"1321","San Ramon city"," California",121756,12265,2011
"1331","Santa Ana city"," California",51264,3173,2011
"1341","Santa Barbara city"," California",60599,6299,2011
"1351","Santa Clara city"," California",87015,7896,2011
"1361","Santa Clarita city"," California",78738,3901,2011
"1371","Santa Maria city"," California",50532,6425,2011
"1381","Santa Monica city"," California",66747,8944,2011
"1391","Santa Rosa city"," California",60730,3752,2011
"1401","Simi Valley city"," California",88654,7535,2011
"1411","South Gate city"," California",37385,3725,2011
"1421","Stockton city"," California",44310,4445,2011
"1431","Sunnyvale city"," California",93836,6962,2011
"1441","Temecula city"," California",66869,11782,2011
"1451","Thousand Oaks city"," California",96943,5948,2011
"1461","Torrance city"," California",73744,5523,2011
"1471","Tracy city"," California",67105,10952,2011
"1481","Turlock city"," California",49283,8610,2011
"1491","Tustin city"," California",77827,11442,2011
"1501","Union City city"," California",73004,7028,2011
"1511","Upland city"," California",59780,9516,2011
"1521","Vacaville city"," California",71743,5220,2011
"1531","Vallejo city"," California",51988,4628,2011
"1541","Victorville city"," California",45847,7481,2011
"1551","Visalia city"," California",52194,4997,2011
"1561","Vista city"," California",41599,3995,2011
"1571","Walnut Creek city"," California",86613,9865,2011
"1581","West Covina city"," California",63895,3681,2011
"1591","Westminster city"," California",52498,6260,2011
"1601","Whittier city"," California",69106,7787,2011
"1611","Yorba Linda city"," California",111379,13707,2011
"1621","Yuba City city"," California",48452,5132,2011
"1631","Arvada city"," Colorado",65063,5215,2011
"1641","Aurora city"," Colorado",49593,2442,2011
"1651","Boulder city"," Colorado",57112,6437,2011
"1661","Centennial city"," Colorado",80288,8607,2011
"1671","Colorado Springs city"," Colorado",50945,2107,2011
"1681","Denver city"," Colorado",47371,1848,2011
"1691","Fort Collins city"," Colorado",51676,2593,2011
"1701","Greeley city"," Colorado",42543,5088,2011
"1711","Highlands Ranch CDP"," Colorado",100593,6932,2011
"1721","Lakewood city"," Colorado",53210,3228,2011
"1731","Longmont city"," Colorado",58619,8533,2011
"1741","Loveland city"," Colorado",46467,4852,2011
"1751","Pueblo city"," Colorado",32742,1659,2011
"1761","Thornton city"," Colorado",62144,3161,2011
"1771","Westminster city"," Colorado",61503,3238,2011
"1781","Bridgeport city"," Connecticut",35379,3094,2011
"1791","Danbury city"," Connecticut",64974,9585,2011
"1801","Hartford city"," Connecticut",29169,2755,2011
"1811","New Britain city"," Connecticut",35357,4135,2011
"1821","New Haven city"," Connecticut",33526,2967,2011
"1831","Norwalk city"," Connecticut",67888,6896,2011
"1841","Stamford city"," Connecticut",75454,9972,2011
"1851","Waterbury city"," Connecticut",41593,2519,2011
"1861","Wilmington city"," Delaware",38325,4287,2011
"1871","Washington city"," District of Columbia",63124,2407,2011
"1881","Alafaya CDP"," Florida",61093,14262,2011
"1891","Boca Raton city"," Florida",65120,6001,2011
"1901","Boynton Beach city"," Florida",41769,5415,2011
"1911","Brandon CDP"," Florida",52354,3385,2011
"1921","Cape Coral city"," Florida",47478,4044,2011
"1931","Clearwater city"," Florida",34662,6093,2011
"1941","Coral Springs city"," Florida",57839,4676,2011
"1951","Davie town"," Florida",53082,7060,2011
"1961","Deerfield Beach city"," Florida",35713,5160,2011
"1971","Deltona city"," Florida",40532,6240,2011
"1981","Fort Lauderdale city"," Florida",46145,6342,2011
"1991","Fort Myers city"," Florida",36560,2737,2011
"2001","Gainesville city"," Florida",30143,3007,2011
"2011","Hialeah city"," Florida",27208,1929,2011
"2021","Hollywood city"," Florida",42494,5562,2011
"2031","Jacksonville city"," Florida",44802,2035,2011
"2041","Kendall CDP"," Florida",51442,3047,2011
"2051","Lakeland city"," Florida",36046,2314,2011
"2061","Largo city"," Florida",38427,4738,2011
"2071","Lauderhill city"," Florida",41196,8892,2011
"2081","Lehigh Acres CDP"," Florida",38796,4237,2011
"2091","Melbourne city"," Florida",36047,4544,2011
"2101","Miami city"," Florida",28536,1771,2011
"2111","Miami Beach city"," Florida",39161,6710,2011
"2121","Miami Gardens city"," Florida",36735,4515,2011
"2131","Miramar city"," Florida",60851,4529,2011
"2141","Orlando city"," Florida",40275,2479,2011
"2151","Palm Bay city"," Florida",43020,2700,2011
"2161","Palm Coast city"," Florida",45889,7409,2011
"2171","Pembroke Pines city"," Florida",54766,6127,2011
"2181","Plantation city"," Florida",66193,4373,2011
"2191","Pompano Beach city"," Florida",34560,4660,2011
"2201","Port St. Lucie city"," Florida",46916,3547,2011
"2211","Riverview CDP"," Florida",65541,5274,2011
"2221","St. Petersburg city"," Florida",40881,1840,2011
"2231","Spring Hill CDP"," Florida",41116,4642,2011
"2241","Sunrise city"," Florida",43588,4732,2011
"2251","Tallahassee city"," Florida",38607,2947,2011
"2261","Tampa city"," Florida",40073,2946,2011
"2271","Town 'n' Country CDP"," Florida",45418,4999,2011
"2281","Weston city"," Florida",94214,8264,2011
"2291","West Palm Beach city"," Florida",46380,3783,2011
"2301","Albany city"," Georgia",26311,2156,2011
"2311","Athens-Clarke County unified government (balance)"," Georgia",28554,2784,2011
"2321","Atlanta city"," Georgia",43903,3468,2011
"2331","Augusta-Richmond County consolidated government (balance)"," Georgia",39040,2879,2011
"2341","Columbus city"," Georgia",37333,2652,2011
"2351","Johns Creek city"," Georgia",111036,21410,2011
"2361","Macon city"," Georgia",24824,2375,2011
"2371","Roswell city"," Georgia",66044,11949,2011
"2381","Sandy Springs city"," Georgia",58031,9508,2011
"2391","Savannah city"," Georgia",36760,3068,2011
"2401","Warner Robins city"," Georgia",37262,8822,2011
"2411","Urban Honolulu CDP"," Hawaii",53614,2785,2011
"2421","Boise City city"," Idaho",41474,3177,2011
"2431","Meridian city"," Idaho",56810,5122,2011
"2441","Nampa city"," Idaho",37435,3383,2011
"2451","Arlington Heights village"," Illinois",76558,8193,2011
"2461","Aurora city"," Illinois",62461,4840,2011
"2471","Bloomington city"," Illinois",59011,4686,2011
"2481","Bolingbrook village"," Illinois",71474,4991,2011
"2491","Champaign city"," Illinois",32965,3948,2011
"2501","Chicago city"," Illinois",43628,1203,2011
"2511","Cicero town"," Illinois",39557,5457,2011
"2521","Decatur city"," Illinois",39841,3951,2011
"2531","Elgin city"," Illinois",56337,7318,2011
"2541","Evanston city"," Illinois",60033,10005,2011
"2551","Joliet city"," Illinois",56993,3056,2011
"2561","Naperville city"," Illinois",110131,6604,2011
"2571","Palatine village"," Illinois",63756,7226,2011
"2581","Peoria city"," Illinois",41541,2447,2011
"2591","Rockford city"," Illinois",34024,2998,2011
"2601","Schaumburg village"," Illinois",66553,4888,2011
"2611","Skokie village"," Illinois",61357,6844,2011
"2621","Springfield city"," Illinois",44384,4166,2011
"2631","Waukegan city"," Illinois",42681,6817,2011
"2641","Bloomington city"," Indiana",24126,5097,2011
"2651","Carmel city"," Indiana",116874,13383,2011
"2661","Evansville city"," Indiana",35939,2077,2011
"2671","Fishers town"," Indiana",90330,14873,2011
"2681","Fort Wayne city"," Indiana",42277,1584,2011
"2691","Gary city"," Indiana",24956,3540,2011
"2701","Hammond city"," Indiana",35452,2669,2011
"2711","Indianapolis city (balance)"," Indiana",39015,1347,2011
"2721","Lafayette city"," Indiana",38927,2706,2011
"2731","Muncie city"," Indiana",26913,3035,2011
"2741","South Bend city"," Indiana",31927,2364,2011
"2751","Cedar Rapids city"," Iowa",50528,3056,2011
"2761","Davenport city"," Iowa",41672,2473,2011
"2771","Des Moines city"," Iowa",41813,1485,2011
"2781","Iowa City city"," Iowa",41084,6095,2011
"2791","Sioux City city"," Iowa",37846,3500,2011
"2801","Waterloo city"," Iowa",36127,3711,2011
"2811","Kansas City city"," Kansas",37036,2090,2011
"2821","Lawrence city"," Kansas",43210,3574,2011
"2831","Olathe city"," Kansas",72449,5951,2011
"2841","Overland Park city"," Kansas",66544,3702,2011
"2851","Topeka city"," Kansas",36666,2542,2011
"2861","Wichita city"," Kansas",44184,2645,2011
"2871","Lexington-Fayette urban county"," Kentucky",47207,1882,2011
"2881","Louisville/Jefferson County metro government (balance)"," Kentucky",42019,1449,2011
"2891","Baton Rouge city"," Louisiana",36894,2147,2011
"2901","Kenner city"," Louisiana",41128,4105,2011
"2911","Lafayette city"," Louisiana",41546,4074,2011
"2921","Lake Charles city"," Louisiana",32194,4534,2011
"2931","Metairie CDP"," Louisiana",49051,3545,2011
"2941","New Orleans city"," Louisiana",35041,1271,2011
